,abs_coef,coef,edge_conn,name
14748,7.31658667348e-05,-7.31658667348e-05,64_138,subgenual_ACC_L--CGC_L
14749,7.31535209609e-05,7.31535209609e-05,61_96,rostral_ACC_R--CP_L
14750,7.3147630869e-05,-7.3147630869e-05,93_151,Snigra_R--SS_R
14751,7.3140241829e-05,7.3140241829e-05,21_22,RG_R--PoCG_L
14752,7.31123004364e-05,-7.31123004364e-05,50_66,SOG_L--dorsal_ACC_L
14753,7.31078630677e-05,7.31078630677e-05,29_131,SMG_R--ALIC_R
14754,7.30573467018e-05,-7.30573467018e-05,2_119,SFG_PFC_L--SCR_R
14755,7.30274199045e-05,7.30274199045e-05,76_131,Caud_L--ALIC_R
14756,7.30081643062e-05,-7.30081643062e-05,21_51,RG_R--SOG_R
14757,7.29415813861e-05,-7.29415813861e-05,15_76,IFG_triangularis_R--Caud_L
14758,7.29329582106e-05,7.29329582106e-05,19_94,MFOG_R--cerebellum_R
14759,7.29240420093e-05,-7.29240420093e-05,57_117,Cu_R--ACR_R
14760,7.29202320058e-05,-7.29202320058e-05,12_96,IFG_orbitalis_L--CP_L
14761,7.28995725239e-05,7.28995725239e-05,62_188,subcallosal_ACC_L--PSIG_R
14762,7.2895794512e-05,7.2895794512e-05,10_11,IFG_opercularis_L--IFG_opercularis_R
14763,7.28942680382e-05,7.28942680382e-05,38_108,MTG_L--ICP_L
14764,7.28600858338e-05,7.28600858338e-05,55_156,IOG_R--UNC_L
14765,7.28038979833e-05,-7.28038979833e-05,66_173,dorsal_ACC_L--LV_occipital_L
14766,7.27854435347e-05,7.27854435347e-05,31_153,AG_R--SFO_R
14767,7.27291691868e-05,-7.27291691868e-05,12_87,IFG_orbitalis_L--Mynert_R
14768,7.27191964839e-05,7.27191964839e-05,101_115,CST_R--Medulla_R
14769,7.26931213068e-05,7.26931213068e-05,137_188,EC_R--PSIG_R
14770,7.26792374177e-05,-7.26792374177e-05,45_83,PHG_R--Thal_R
14771,7.26698103617e-05,7.26698103617e-05,123_149,GCC_R--PTR_R
14772,7.26576592412e-05,-7.26576592412e-05,105_166,MCP_R--Mammillary_L
14773,7.26313899447e-05,-7.26313899447e-05,44_155,PHG_L--SLF_R
14774,7.26134402435e-05,-7.26134402435e-05,166_173,Mammillary_L--LV_occipital_L
14775,7.26080781589e-05,-7.26080781589e-05,62_137,subcallosal_ACC_L--EC_R
14776,7.26040620852e-05,-7.26040620852e-05,36_140,STG_L_pole--CGH_L
14777,7.25972502856e-05,-7.25972502856e-05,14_80,IFG_triangularis_L--GP_L
14778,7.25876214377e-05,7.25876214377e-05,180_187,III_and_IV_ventricle--PSIG_L
14779,7.25862077678e-05,7.25862077678e-05,77_98,Caud_R--Midbrain_L
14780,7.25705818608e-05,-7.25705818608e-05,59_140,LG_R--CGH_L
14781,7.24894155823e-05,7.24894155823e-05,80_187,GP_L--PSIG_L
14782,7.24561615678e-05,7.24561615678e-05,9_97,MFG_DPFC_R--CP_R
14783,7.23584034185e-05,-7.23584034185e-05,72_88,Amyg_L--NucAccumbens_L
14784,7.23443609276e-05,-7.23443609276e-05,84_132,Hypothalamus_L--PLIC_L
14785,7.23370894919e-05,7.23370894919e-05,96_126,CP_L--SCC_L
14786,7.22930177599e-05,-7.22930177599e-05,58_61,LG_L--rostral_ACC_R
14787,7.22722083378e-05,7.22722083378e-05,92_101,Snigra_L--CST_R
14788,7.22603449588e-05,-7.22603449588e-05,8_109,MFG_DPFC_L--ICP_R
14789,7.22580008089e-05,-7.22580008089e-05,61_98,rostral_ACC_R--Midbrain_L
14790,7.22392554556e-05,-7.22392554556e-05,4_182,SFG_pole_L--PIns_R
14791,7.21319389253e-05,-7.21319389253e-05,60_129,rostral_ACC_L--TAP_R
14792,7.21141253456e-05,-7.21141253456e-05,124_158,BCC_L--AnsaLenticularis_L
14793,7.21057431037e-05,-7.21057431037e-05,23_44,PoCG_R--PHG_L
14794,7.20773590271e-05,7.20773590271e-05,4_154,SFG_pole_L--SLF_L
14795,7.20696762256e-05,-7.20696762256e-05,79_86,Put_R--Mynert_L
14796,7.20599289781e-05,-7.20599289781e-05,7_21,MFG_R--RG_R
14797,7.20444091804e-05,7.20444091804e-05,61_161,rostral_ACC_R--AnteriorCom_R
14798,7.20235935599e-05,-7.20235935599e-05,44_175,PHG_L--LV_frontal_R
14799,7.1993635728e-05,-7.1993635728e-05,38_116,MTG_L--ACR_L
14800,7.18890166874e-05,-7.18890166874e-05,37_187,STG_R_pole--PSIG_L
14801,7.18527829764e-05,7.18527829764e-05,38_117,MTG_L--ACR_R
14802,7.18277010057e-05,7.18277010057e-05,54_62,IOG_L--subcallosal_ACC_L
14803,7.17717446765e-05,7.17717446765e-05,14_72,IFG_triangularis_L--Amyg_L
14804,7.17667000687e-05,7.17667000687e-05,5_154,SFG_pole_R--SLF_L
14805,7.17571143376e-05,-7.17571143376e-05,34_90,STG_L--RedNc_L
14806,7.17522678789e-05,7.17522678789e-05,20_129,RG_L--TAP_R
14807,7.17312109813e-05,-7.17312109813e-05,86_92,Mynert_L--Snigra_L
14808,7.16804782127e-05,-7.16804782127e-05,8_40,MFG_DPFC_L--MTG_L_pole
14809,7.16787725824e-05,-7.16787725824e-05,55_70,IOG_R--Ins_L
14810,7.1617552881e-05,7.1617552881e-05,123_129,GCC_R--TAP_R
14811,7.15370922218e-05,7.15370922218e-05,65_161,subgenual_ACC_R--AnteriorCom_R
14812,7.1429940843e-05,-7.1429940843e-05,40_147,MTG_L_pole--IFO_R
14813,7.14263388664e-05,7.14263388664e-05,109_183,ICP_R--PSTG_L
14814,7.13867265661e-05,-7.13867265661e-05,36_142,STG_L_pole--Fx/ST_L
14815,7.13842835242e-05,7.13842835242e-05,7_33,MFG_R--PrCu_R
14816,7.13601124295e-05,7.13601124295e-05,13_121,IFG_orbitalis_R--PCR_R
14817,7.11752874579e-05,7.11752874579e-05,16_163,LFOG_L--LenticularFasc_R
14818,7.11658714514e-05,-7.11658714514e-05,127_167,SCC_R--Mammillary_R
14819,7.11532048262e-05,7.11532048262e-05,63_85,subcallosal_ACC_R--Hypothalamus_R
14820,7.10644357565e-05,-7.10644357565e-05,72_179,Amyg_L--LV_temporal_R
14821,7.10189697566e-05,-7.10189697566e-05,112_143,Pons_L--Fx/ST_R
14822,7.09492183163e-05,7.09492183163e-05,141_181,CGH_R--PIns_L
14823,7.08926794913e-05,-7.08926794913e-05,10_69,IFG_opercularis_L--PCC_R
14824,7.08784301119e-05,-7.08784301119e-05,4_10,SFG_pole_L--IFG_opercularis_L
14825,7.08747320288e-05,-7.08747320288e-05,142_174,Fx/ST_L--LV_temporal_L
14826,7.08543515264e-05,7.08543515264e-05,91_164,RedNc_R--OlfactoryRadiation_L
14827,7.08468442744e-05,-7.08468442744e-05,61_70,rostral_ACC_R--Ins_L
14828,7.08373105926e-05,7.08373105926e-05,122_132,GCC_L--PLIC_L
14829,7.07748125965e-05,7.07748125965e-05,50_114,SOG_L--Medulla_L
14830,7.07420575679e-05,7.07420575679e-05,21_90,RG_R--RedNc_L
14831,7.07203654622e-05,-7.07203654622e-05,52_141,MOG_L--CGH_R
14832,7.07191324051e-05,-7.07191324051e-05,70_148,Ins_L--PTR_L
14833,7.06884210526e-05,-7.06884210526e-05,91_121,RedNc_R--PCR_R
14834,7.06752174933e-05,-7.06752174933e-05,85_101,Hypothalamus_R--CST_R
14835,7.06469443568e-05,7.06469443568e-05,124_139,BCC_L--CGC_R
14836,7.06211835941e-05,-7.06211835941e-05,84_151,Hypothalamus_L--SS_R
14837,7.04733192329e-05,7.04733192329e-05,24_73,PrCG_L--Amyg_R
14838,7.04595268558e-05,7.04595268558e-05,114_183,Medulla_L--PSTG_L
14839,7.03818666956e-05,7.03818666956e-05,39_141,MTG_R--CGH_R
