"edge","edge_name","coef","pos_rank","neg_rank"
"x8_28","MFG_DPFC_L -- SMG_L",-0.004081915216297643,"101","101"
"x2_26","SFG_PFC_L -- SPG_L",-0.00401912511480679,"101","101"
"x16_38","LFOG_L -- MTG_L",-0.003977812073808545,"101","101"
"x10_181","IFG_opercularis_L -- PIns_L",-0.003926397134246079,"101","101"
"x6_70","MFG_L -- Ins_L",-0.0039050748406205013,"101","101"
"x10_50","IFG_opercularis_L -- SOG_L",-0.0038402473144750317,"101","101"
"x56_60","Cu_L -- rostral_ACC_L",-0.0038042649602251996,"101","101"
"x56_70","Cu_L -- Ins_L",-0.003800902753675125,"101","101"
"x2_52","SFG_PFC_L -- MOG_L",-0.0037204708085181865,"101","101"
"x56_181","Cu_L -- PIns_L",-0.003684939971250402,"101","101"
"x20_72","RG_L -- Amyg_L",-0.0036442063354109808,"101","101"
"x8_26","MFG_DPFC_L -- SPG_L",-0.0036227941568855583,"101","101"
"x2_32","SFG_PFC_L -- PrCu_L",-0.0036107790052382254,"101","101"
"x0_12","SFG_L -- IFG_orbitalis_L",-0.0035955289778385464,"101","101"
"x54_76","IOG_L -- Caud_L",-0.003551209564512534,"101","101"
"x8_68","MFG_DPFC_L -- PCC_L",-0.0035173855440545406,"101","101"
"x36_40","STG_L_pole -- MTG_L_pole",-0.0034813809852780966,"101","101"
"x52_66","MOG_L -- dorsal_ACC_L",-0.003373429148537068,"101","101"
"x18_82","MFOG_L -- Thal_L",-0.0033418450359952875,"101","101"
"x34_56","STG_L -- Cu_L",-0.0033285541520609637,"101","101"
"x18_187","MFOG_L -- PSIG_L",-0.0032861621379294166,"101","101"
"x12_50","IFG_orbitalis_L -- SOG_L",-0.003283599612335892,"101","101"
"x20_187","RG_L -- PSIG_L",-0.003238503661776916,"101","101"
"x28_58","SMG_L -- LG_L",-0.0031560887559462453,"101","101"
"x40_70","MTG_L_pole -- Ins_L",-0.0031004128762571123,"101","101"
"x2_28","SFG_PFC_L -- SMG_L",-0.003039586712867386,"101","101"
"x22_36","PoCG_L -- STG_L_pole",-0.003003696995740912,"101","101"
"x20_52","RG_L -- MOG_L",-0.002973278634240705,"101","101"
"x0_78","SFG_L -- Put_L",-0.002905037781443175,"101","101"
"x64_82","subgenual_ACC_L -- Thal_L",-0.002892358701335137,"101","101"
"x22_74","PoCG_L -- Hippo_L",-0.0028757282483064975,"101","101"
"x72_80","Amyg_L -- GP_L",-0.002860565970353575,"101","101"
"x8_74","MFG_DPFC_L -- Hippo_L",-0.002851798575734027,"101","101"
"x58_80","LG_L -- GP_L",-0.002832817484152878,"101","101"
"x0_183","SFG_L -- PSTG_L",-0.0028235011591988134,"101","101"
"x20_183","RG_L -- PSTG_L",-0.0027734364237019726,"101","101"
"x8_52","MFG_DPFC_L -- MOG_L",-0.0027294491447216462,"101","101"
"x2_56","SFG_PFC_L -- Cu_L",-0.002614019209007202,"101","101"
"x72_181","Amyg_L -- PIns_L",-0.00260579804945566,"101","101"
"x8_66","MFG_DPFC_L -- dorsal_ACC_L",-0.002592810823216546,"101","101"
"x20_80","RG_L -- GP_L",-0.00255149769899294,"101","101"
"x8_30","MFG_DPFC_L -- AG_L",-0.0025514387149150847,"101","101"
"x14_68","IFG_triangularis_L -- PCC_L",-0.00245817672417754,"101","101"
"x16_183","LFOG_L -- PSTG_L",-0.002443926608460817,"101","101"
"x14_20","IFG_triangularis_L -- RG_L",-0.0024426185326479255,"101","101"
"x62_78","subcallosal_ACC_L -- Put_L",-0.002376844034507537,"101","101"
"x2_20","SFG_PFC_L -- RG_L",-0.0022620153834680113,"101","101"
"x44_187","PHG_L -- PSIG_L",-0.0022561593942689476,"101","101"
"x56_76","Cu_L -- Caud_L",-0.0022519105083250042,"101","101"
"x6_76","MFG_L -- Caud_L",-0.0021731814225118473,"101","101"
"x44_64","PHG_L -- subgenual_ACC_L",-0.00214791233456131,"101","101"
"x66_187","dorsal_ACC_L -- PSIG_L",-0.002129570787512044,"101","101"
"x18_56","MFOG_L -- Cu_L",-0.0020924770886859394,"101","101"
"x54_66","IOG_L -- dorsal_ACC_L",-0.0019835504296047417,"101","101"
"x40_185","MTG_L_pole -- PSMG_L",-0.0019700738182168603,"101","101"
"x54_80","IOG_L -- GP_L",-0.0019686902881429088,"101","101"
"x4_181","SFG_pole_L -- PIns_L",-0.0019682810220376513,"101","101"
